table_path	data_row	numeric_cell	displayed_value	approved_table_sha256	evidence_builder
thesis/Tables/final/rq1_battery.tex	14	1	0.593	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	14	2	[0.574, 0.612]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	15	1	0.487	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	15	2	[0.468, 0.507]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	16	1	0.681	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	16	2	[0.663, 0.699]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	17	1	0.665	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	17	2	[0.647, 0.683]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	18	1	0.803	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	18	2	[0.787, 0.818]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	19	1	0.815	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	19	2	[0.801, 0.830]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	20	1	0.626	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	20	2	[0.607, 0.645]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	21	1	0.519	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	21	2	[0.500, 0.538]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	22	1	0.680	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	22	2	[0.663, 0.698]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	23	1	0.680	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	23	2	[0.662, 0.698]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	24	1	0.805	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	24	2	[0.790, 0.820]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	25	1	0.322	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	25	2	[0.300, 0.343]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	26	1	0.367	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	26	2	[0.344, 0.389]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	27	1	0.159	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	27	2	[0.141, 0.176]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	28	1	0.182	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	28	2	[0.164, 0.200]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	29	1	0.005	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	29	2	[$-$0.003, 0.014]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	30	1	0.319	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	30	2	[0.298, 0.340]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	31	1	0.374	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	31	2	[0.351, 0.396]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	32	1	0.185	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	32	2	[0.167, 0.203]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	33	1	0.176	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	33	2	[0.158, 0.195]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	34	1	0.006	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	34	2	[$-$0.005, 0.016]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	35	1	0.221	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	35	2	[0.201, 0.241]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	36	1	0.327	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	36	2	[0.305, 0.349]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	37	1	0.133	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	37	2	[0.116, 0.151]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	38	1	0.149	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	38	2	[0.132, 0.166]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	39	1	0.011	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	39	2	[0.002, 0.021]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	40	1	0.189	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	40	2	[0.171, 0.207]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	41	1	0.296	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	41	2	[0.275, 0.318]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	42	1	0.135	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	42	2	[0.119, 0.151]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	43	1	0.135	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	43	2	[0.118, 0.152]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	44	1	0.010	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_battery.tex	44	2	[0.000, 0.021]	4f04d9eba354f971fcb7828162d9ef85cc5e249214845388b0895e7b9cc20c18	scripts/build_public_tables.py
thesis/Tables/final/rq1_sufficiency.tex	1	1	$-$0.1003	81cc92fbef822d13b3adc983820dce631f0fc5a933c2d8cfeeb12e86d221247e	scripts/build_public_tables.py
thesis/Tables/final/rq1_sufficiency.tex	1	2	[$-$0.1185, $-$0.0818]	81cc92fbef822d13b3adc983820dce631f0fc5a933c2d8cfeeb12e86d221247e	scripts/build_public_tables.py
thesis/Tables/final/rq1_sufficiency.tex	2	1	$-$0.1297	81cc92fbef822d13b3adc983820dce631f0fc5a933c2d8cfeeb12e86d221247e	scripts/build_public_tables.py
thesis/Tables/final/rq1_sufficiency.tex	2	2	[$-$0.1504, $-$0.1099]	81cc92fbef822d13b3adc983820dce631f0fc5a933c2d8cfeeb12e86d221247e	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	1	1	984	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	1	2	0.461	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	1	3	131	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	1	4	0.253	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	1	5	0.049	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	1	6	1,115	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	1	7	$-$853	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	2	1	1,108	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	2	2	0.519	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	2	3	135	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	2	4	0.261	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	2	5	0.051	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	2	6	1,243	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	2	7	$-$973	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	3	1	530	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	3	2	0.248	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	3	3	109	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	3	4	0.210	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	3	5	0.041	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	3	6	639	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	3	7	$-$421	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	4	1	597	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	4	2	0.280	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	4	3	115	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	4	4	0.222	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	4	5	0.043	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	4	6	712	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	4	7	$-$482	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	5	1	76	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	5	2	0.036	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	5	3	63	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	5	4	0.122	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	5	5	0.024	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	5	6	139	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	5	7	$-$13	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	6	1	953	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	6	2	0.444	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	6	3	108	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	6	4	0.212	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	6	5	0.041	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	6	6	1,061	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	6	7	$-$845	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	7	1	1,121	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	7	2	0.523	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	7	3	130	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	7	4	0.255	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	7	5	0.049	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	7	6	1,251	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	7	7	$-$991	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	8	1	597	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	8	2	0.278	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	8	3	105	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	8	4	0.206	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	8	5	0.040	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	8	6	702	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	8	7	$-$492	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	9	1	577	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	9	2	0.269	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	9	3	109	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	9	4	0.214	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	9	5	0.041	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	9	6	686	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	9	7	$-$468	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	10	1	103	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	10	2	0.048	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	10	3	88	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	10	4	0.173	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	10	5	0.033	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
thesis/Tables/final/rq1_transitions_full.tex	10	6	191	e96dbdbe34a75eae2733c0c0f77515e62b5e9e7466d46147e7f598799467147f	scripts/build_public_tables.py
